"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000165269.13","protein_coding","AQP7",NA,364
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000162692.12","protein_coding","VCAM1",NA,7412
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000163359.17","protein_coding","COL6A3",NA,1293
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000164692.19","protein_coding","COL1A2",NA,1278
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000137440.5","protein_coding","FGFBP1",NA,9982
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000166741.8","protein_coding","NNMT",NA,4837
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000180914.11","protein_coding","OXTR",NA,5021
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000105825.14","protein_coding","TFPI2",NA,7980
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000111341.10","protein_coding","MGP",NA,4256
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000176697.20","protein_coding","BDNF",NA,627
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000143878.10","protein_coding","RHOB",NA,388
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000148677.7","protein_coding","ANKRD1",NA,27063
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000231607.14","lncRNA","DLEU2",NA,8847
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000026025.16","protein_coding","VIM",NA,7431
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000179163.12","protein_coding","FUCA1",NA,2517
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000149968.12","protein_coding","MMP3",NA,4314
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000138463.9","protein_coding","SLC49A4",NA,84925
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000182492.16","protein_coding","BGN",NA,633
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000109193.12","protein_coding","SULT1E1",NA,6783
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000172845.18","protein_coding","SP3",NA,6670
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000130066.17","protein_coding","SAT1",NA,6303
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000146674.16","protein_coding","IGFBP3",NA,3486
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000127990.19","protein_coding","SGCE",NA,8910
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000164949.8","protein_coding","GEM",NA,2669
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000124145.6","protein_coding","SDC4",NA,6385
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000130821.17","protein_coding","SLC6A8",NA,6535
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000049540.19","protein_coding","ELN",NA,2006
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000108691.10","protein_coding","CCL2",NA,6347
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000164251.5","protein_coding","F2RL1",NA,2150
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000106484.16","protein_coding","MEST",NA,4232
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000087245.13","protein_coding","MMP2",NA,4313
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000130635.16","protein_coding","COL5A1",NA,1289
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000154096.14","protein_coding","THY1",NA,7070
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000213886.4","protein_coding","UBD",NA,10537
"IPRES_Hugo","WESTON_VEGFA_TARGETS_12HR","ENSG00000244414.7","protein_coding","CFHR1",NA,3078
