"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"iDC_Bindea_et_al","ENSG00000158485.11","protein_coding","CD1B",NA,910
"iDC_Bindea_et_al","ENSG00000071246.11","protein_coding","VASH1",NA,22846
"iDC_Bindea_et_al","ENSG00000124491.16","protein_coding","F13A1",NA,2162
"iDC_Bindea_et_al","ENSG00000158488.16","protein_coding","CD1E",NA,913
"iDC_Bindea_et_al","ENSG00000262406.3","protein_coding","MMP12",NA,4321
"iDC_Bindea_et_al","ENSG00000170323.9","protein_coding","FABP4",NA,2167
"iDC_Bindea_et_al","ENSG00000132514.14","protein_coding","CLEC10A",NA,10462
"iDC_Bindea_et_al","ENSG00000103528.17","protein_coding","SYT17",NA,51760
"iDC_Bindea_et_al","ENSG00000110077.15","protein_coding","MS4A6A",NA,64231
"iDC_Bindea_et_al","ENSG00000040531.16","protein_coding","CTNS",NA,1497
"iDC_Bindea_et_al","ENSG00000048545.17","protein_coding","GUCA1A",NA,2978
"iDC_Bindea_et_al","ENSG00000187796.16","protein_coding","CARD9",NA,64170
"iDC_Bindea_et_al","ENSG00000118777.12","protein_coding","ABCG2",NA,9429
"iDC_Bindea_et_al","ENSG00000158477.7","protein_coding","CD1A",NA,909
"iDC_Bindea_et_al","ENSG00000132170.24","protein_coding","PPARG",NA,5468
"iDC_Bindea_et_al","ENSG00000076864.21","protein_coding","RAP1GAP",NA,5909
"iDC_Bindea_et_al","ENSG00000092068.21","protein_coding","SLC7A8",NA,23428
"iDC_Bindea_et_al",NA,NA,"GSTT1",NA,2952
"iDC_Bindea_et_al",NA,NA,"NM_021941",NA,NA
"iDC_Bindea_et_al","ENSG00000180340.7","protein_coding","FZD2",NA,2535
"iDC_Bindea_et_al","ENSG00000182578.14","protein_coding","CSF1R",NA,1436
"iDC_Bindea_et_al","ENSG00000122254.7","protein_coding","HS3ST2",NA,9956
"iDC_Bindea_et_al","ENSG00000138135.7","protein_coding","CH25H",NA,9023
"iDC_Bindea_et_al","ENSG00000114988.12","protein_coding","LMAN2L",NA,81562
"iDC_Bindea_et_al","ENSG00000225697.13","protein_coding","SLC26A6",NA,65010
"iDC_Bindea_et_al","ENSG00000090013.11","protein_coding","BLVRB",NA,645
"iDC_Bindea_et_al","ENSG00000170502.13","protein_coding","NUDT9",NA,53343
"iDC_Bindea_et_al","ENSG00000085377.15","protein_coding","PREP",NA,5550
"iDC_Bindea_et_al","ENSG00000164935.6","protein_coding","DCSTAMP",NA,81501
"iDC_Bindea_et_al","ENSG00000184292.7","protein_coding","TACSTD2",NA,4070
"iDC_Bindea_et_al","ENSG00000158481.13","protein_coding","CD1C",NA,911
