"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Th2_cells_Bindea_et_al","ENSG00000183395.5","protein_coding","PMCH",NA,5367
"Th2_cells_Bindea_et_al","ENSG00000135541.22","protein_coding","AHI1",NA,54806
"Th2_cells_Bindea_et_al","ENSG00000124212.6","protein_coding","PTGIS",NA,5740
"Th2_cells_Bindea_et_al","ENSG00000172215.6","protein_coding","CXCR6",NA,10663
"Th2_cells_Bindea_et_al","ENSG00000067208.16","protein_coding","EVI5",NA,7813
"Th2_cells_Bindea_et_al","ENSG00000111536.5","protein_coding","IL26",NA,55801
"Th2_cells_Bindea_et_al","ENSG00000198125.13","protein_coding","MB",NA,4151
"Th2_cells_Bindea_et_al","ENSG00000109674.4","protein_coding","NEIL3",NA,55247
"Th2_cells_Bindea_et_al","ENSG00000170899.11","protein_coding","GSTA4",NA,2941
"Th2_cells_Bindea_et_al","ENSG00000102174.10","protein_coding","PHEX",NA,5251
"Th2_cells_Bindea_et_al","ENSG00000175387.16","protein_coding","SMAD2",NA,4087
"Th2_cells_Bindea_et_al","ENSG00000117724.14","protein_coding","CENPF",NA,1063
"Th2_cells_Bindea_et_al","ENSG00000029534.21","protein_coding","ANK1",NA,286
"Th2_cells_Bindea_et_al","ENSG00000164742.16","protein_coding","ADCY1",NA,107
"Th2_cells_Bindea_et_al",NA,NA,"AI582773",NA,NA
"Th2_cells_Bindea_et_al","ENSG00000167618.10","protein_coding","LAIR2",NA,3904
"Th2_cells_Bindea_et_al","ENSG00000167088.11","protein_coding","SNRPD1",NA,6632
"Th2_cells_Bindea_et_al","ENSG00000133816.18","protein_coding","MICAL2",NA,9645
"Th2_cells_Bindea_et_al","ENSG00000228716.7","protein_coding","DHFR",NA,1719
"Th2_cells_Bindea_et_al","ENSG00000198554.12","protein_coding","WDHD1",NA,11169
"Th2_cells_Bindea_et_al","ENSG00000089685.15","protein_coding","BIRC5",NA,332
"Th2_cells_Bindea_et_al","ENSG00000104635.15","protein_coding","SLC39A14",NA,23516
"Th2_cells_Bindea_et_al","ENSG00000119969.15","protein_coding","HELLS",NA,3070
"Th2_cells_Bindea_et_al","ENSG00000050405.14","protein_coding","LIMA1",NA,51474
"Th2_cells_Bindea_et_al","ENSG00000158402.21","protein_coding","CDC25C",NA,995
"Th2_cells_Bindea_et_al","ENSG00000097046.13","protein_coding","CDC7",NA,8317
"Th2_cells_Bindea_et_al","ENSG00000107485.18","protein_coding","GATA3",NA,2625
