"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"TIP_Cancer_antigen_presentation_1","ENSG00000232810.4","protein_coding","TNF",NA,7124
"TIP_Cancer_antigen_presentation_1","ENSG00000115008.6","protein_coding","IL1A",NA,3552
"TIP_Cancer_antigen_presentation_1","ENSG00000125538.12","protein_coding","IL1B",NA,3553
"TIP_Cancer_antigen_presentation_1","ENSG00000188379.7","protein_coding","IFNA2",NA,3440
"TIP_Cancer_antigen_presentation_1","ENSG00000197919.6","protein_coding","IFNA1",NA,3439
"TIP_Cancer_antigen_presentation_1","ENSG00000233816.3","protein_coding","IFNA13",NA,3447
"TIP_Cancer_antigen_presentation_1","ENSG00000120235.4","protein_coding","IFNA6",NA,3443
"TIP_Cancer_antigen_presentation_1","ENSG00000137080.4","protein_coding","IFNA21",NA,3452
"TIP_Cancer_antigen_presentation_1","ENSG00000236637.4","protein_coding","IFNA4",NA,3441
"TIP_Cancer_antigen_presentation_1","ENSG00000120242.4","protein_coding","IFNA8",NA,3445
"TIP_Cancer_antigen_presentation_1","ENSG00000147873.6","protein_coding","IFNA5",NA,3442
"TIP_Cancer_antigen_presentation_1","ENSG00000214042.1","protein_coding","IFNA7",NA,3444
"TIP_Cancer_antigen_presentation_1","ENSG00000228083.3","protein_coding","IFNA14",NA,3448
"TIP_Cancer_antigen_presentation_1","ENSG00000147885.4","protein_coding","IFNA16",NA,3449
"TIP_Cancer_antigen_presentation_1","ENSG00000186803.3","protein_coding","IFNA10",NA,3446
"TIP_Cancer_antigen_presentation_1","ENSG00000234829.4","protein_coding","IFNA17",NA,3451
"TIP_Cancer_antigen_presentation_1","ENSG00000102245.9","protein_coding","CD40LG",NA,959
"TIP_Cancer_antigen_presentation_1","ENSG00000101017.15","protein_coding","CD40",NA,958
"TIP_Cancer_antigen_presentation_1","ENSG00000125458.7","protein_coding","NT5C",NA,30833
"TIP_Cancer_antigen_presentation_1","ENSG00000189403.15","protein_coding","HMGB1",NA,3146
"TIP_Cancer_antigen_presentation_1","ENSG00000174125.8","protein_coding","TLR1",NA,7096
"TIP_Cancer_antigen_presentation_1","ENSG00000137462.9","protein_coding","TLR2",NA,7097
"TIP_Cancer_antigen_presentation_1","ENSG00000164342.13","protein_coding","TLR3",NA,7098
"TIP_Cancer_antigen_presentation_1","ENSG00000136869.16","protein_coding","TLR4",NA,7099
"TIP_Cancer_antigen_presentation_1","ENSG00000187554.14","protein_coding","TLR5",NA,7100
"TIP_Cancer_antigen_presentation_1","ENSG00000174130.13","protein_coding","TLR6",NA,10333
"TIP_Cancer_antigen_presentation_1","ENSG00000196664.5","protein_coding","TLR7",NA,51284
"TIP_Cancer_antigen_presentation_1","ENSG00000101916.12","protein_coding","TLR8",NA,51311
"TIP_Cancer_antigen_presentation_1","ENSG00000239732.4","protein_coding","TLR9",NA,54106
"TIP_Cancer_antigen_presentation_1","ENSG00000174123.11","protein_coding","TLR10",NA,81793
"TIP_Cancer_antigen_presentation_1","ENSG00000206503.13","protein_coding","HLA-A",NA,3105
"TIP_Cancer_antigen_presentation_1","ENSG00000166710.23","protein_coding","B2M",NA,567
"TIP_Cancer_antigen_presentation_1","ENSG00000168394.12","protein_coding","TAP1",NA,6890
"TIP_Cancer_antigen_presentation_1","ENSG00000136634.7","protein_coding","IL10",NA,3586
"TIP_Cancer_antigen_presentation_1","ENSG00000113520.11","protein_coding","IL4",NA,3565
"TIP_Cancer_antigen_presentation_1","ENSG00000169194.10","protein_coding","IL13",NA,3596
