"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Macrophages_Rooney_et_al","ENSG00000179163.12","protein_coding","FUCA1",NA,2517
"Macrophages_Rooney_et_al","ENSG00000100985.7","protein_coding","MMP9",NA,4318
"Macrophages_Rooney_et_al","ENSG00000100600.15","protein_coding","LGMN",NA,5641
"Macrophages_Rooney_et_al","ENSG00000122254.7","protein_coding","HS3ST2",NA,9956
"Macrophages_Rooney_et_al","ENSG00000145107.16","protein_coding","TM4SF19",NA,116211
"Macrophages_Rooney_et_al","ENSG00000258227.7","protein_coding","CLEC5A",NA,23601
"Macrophages_Rooney_et_al","ENSG00000136235.17","protein_coding","GPNMB",NA,10457
"Macrophages_Rooney_et_al","ENSG00000174370.12","protein_coding","C11orf45",NA,NA
"Macrophages_Rooney_et_al","ENSG00000129226.14","protein_coding","CD68",NA,968
"Macrophages_Rooney_et_al","ENSG00000165168.9","protein_coding","CYBB",NA,1536
