"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"TIP_Release_of_cancer_cell_antigens","ENSG00000136634.7","protein_coding","IL10",NA,3586
"TIP_Release_of_cancer_cell_antigens","ENSG00000105329.11","protein_coding","TGFB1",NA,7040
"TIP_Release_of_cancer_cell_antigens","ENSG00000189403.15","protein_coding","HMGB1",NA,3146
"TIP_Release_of_cancer_cell_antigens","ENSG00000135046.14","protein_coding","ANXA1",NA,301
"TIP_Release_of_cancer_cell_antigens","ENSG00000179218.15","protein_coding","CALR",NA,811
"TIP_Release_of_cancer_cell_antigens","ENSG00000169245.6","protein_coding","CXCL10",NA,3627
"TIP_Release_of_cancer_cell_antigens","ENSG00000167004.14","protein_coding","PDIA3",NA,2923
"TIP_Release_of_cancer_cell_antigens","ENSG00000204389.10","protein_coding","HSPA1A",NA,3303
"TIP_Release_of_cancer_cell_antigens","ENSG00000204388.7","protein_coding","HSPA1B",NA,3304
"TIP_Release_of_cancer_cell_antigens","ENSG00000126803.10","protein_coding","HSPA2",NA,3306
"TIP_Release_of_cancer_cell_antigens","ENSG00000109971.14","protein_coding","HSPA8",NA,3312
"TIP_Release_of_cancer_cell_antigens","ENSG00000170606.16","protein_coding","HSPA4",NA,3308
"TIP_Release_of_cancer_cell_antigens","ENSG00000187522.16","protein_coding","HSPA14",NA,51182
"TIP_Release_of_cancer_cell_antigens","ENSG00000044574.9","protein_coding","HSPA5",NA,3309
"TIP_Release_of_cancer_cell_antigens","ENSG00000173110.8","protein_coding","HSPA6",NA,3310
"TIP_Release_of_cancer_cell_antigens","ENSG00000113013.16","protein_coding","HSPA9",NA,3313
"TIP_Release_of_cancer_cell_antigens","ENSG00000155304.6","protein_coding","HSPA13",NA,6782
"TIP_Release_of_cancer_cell_antigens","ENSG00000225217.1","unprocessed_pseudogene","HSPA7",NA,NA
"TIP_Release_of_cancer_cell_antigens","ENSG00000165868.16","protein_coding","HSPA12A",NA,259217
"TIP_Release_of_cancer_cell_antigens","ENSG00000132622.11","protein_coding","HSPA12B",NA,116835
"TIP_Release_of_cancer_cell_antigens","ENSG00000080824.19","protein_coding","HSP90AA1",NA,3320
"TIP_Release_of_cancer_cell_antigens","ENSG00000096384.20","protein_coding","HSP90AB1",NA,3326
"TIP_Release_of_cancer_cell_antigens","ENSG00000166598.16","protein_coding","HSP90B1",NA,7184
"TIP_Release_of_cancer_cell_antigens","ENSG00000188379.7","protein_coding","IFNA2",NA,3440
"TIP_Release_of_cancer_cell_antigens","ENSG00000197919.6","protein_coding","IFNA1",NA,3439
"TIP_Release_of_cancer_cell_antigens","ENSG00000233816.3","protein_coding","IFNA13",NA,3447
"TIP_Release_of_cancer_cell_antigens","ENSG00000120235.4","protein_coding","IFNA6",NA,3443
"TIP_Release_of_cancer_cell_antigens","ENSG00000137080.4","protein_coding","IFNA21",NA,3452
"TIP_Release_of_cancer_cell_antigens","ENSG00000236637.4","protein_coding","IFNA4",NA,3441
"TIP_Release_of_cancer_cell_antigens","ENSG00000120242.4","protein_coding","IFNA8",NA,3445
"TIP_Release_of_cancer_cell_antigens","ENSG00000147873.6","protein_coding","IFNA5",NA,3442
"TIP_Release_of_cancer_cell_antigens","ENSG00000214042.1","protein_coding","IFNA7",NA,3444
"TIP_Release_of_cancer_cell_antigens","ENSG00000228083.3","protein_coding","IFNA14",NA,3448
"TIP_Release_of_cancer_cell_antigens","ENSG00000147885.4","protein_coding","IFNA16",NA,3449
"TIP_Release_of_cancer_cell_antigens","ENSG00000186803.3","protein_coding","IFNA10",NA,3446
"TIP_Release_of_cancer_cell_antigens","ENSG00000234829.4","protein_coding","IFNA17",NA,3451
"TIP_Release_of_cancer_cell_antigens","ENSG00000171855.7","protein_coding","IFNB1",NA,3456
"TIP_Release_of_cancer_cell_antigens","ENSG00000184995.7","protein_coding","IFNE",NA,338376
"TIP_Release_of_cancer_cell_antigens","ENSG00000177047.7","protein_coding","IFNW1",NA,3467
