"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Co_stimulation_APC_Rooney_et_al","ENSG00000160223.17","protein_coding","ICOSLG",NA,23308
"Co_stimulation_APC_Rooney_et_al","ENSG00000125726.11","protein_coding","CD70",NA,970
"Co_stimulation_APC_Rooney_et_al","ENSG00000125735.11","protein_coding","TNFSF14",NA,8740
"Co_stimulation_APC_Rooney_et_al","ENSG00000101017.15","protein_coding","CD40",NA,958
"Co_stimulation_APC_Rooney_et_al","ENSG00000125657.5","protein_coding","TNFSF9",NA,8744
"Co_stimulation_APC_Rooney_et_al","ENSG00000117586.11","protein_coding","TNFSF4",NA,7292
"Co_stimulation_APC_Rooney_et_al","ENSG00000181634.8","protein_coding","TNFSF15",NA,9966
"Co_stimulation_APC_Rooney_et_al","ENSG00000120337.10","protein_coding","TNFSF18",NA,8995
"Co_stimulation_APC_Rooney_et_al","ENSG00000106952.8","protein_coding","TNFSF8",NA,944
"Co_stimulation_APC_Rooney_et_al","ENSG00000117090.16","protein_coding","SLAMF1",NA,6504
"Co_stimulation_APC_Rooney_et_al","ENSG00000116815.16","protein_coding","CD58",NA,965
