"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"TFH_Bindea_et_al","ENSG00000064886.14","protein_coding","CHI3L2",NA,1117
"TFH_Bindea_et_al","ENSG00000156234.8","protein_coding","CXCL13",NA,10563
"TFH_Bindea_et_al","ENSG00000137474.23","protein_coding","MYO7A",NA,4647
"TFH_Bindea_et_al","ENSG00000089199.10","protein_coding","CHGB",NA,1114
"TFH_Bindea_et_al","ENSG00000003147.19","protein_coding","ICA1",NA,3382
"TFH_Bindea_et_al","ENSG00000164683.18","protein_coding","HEY1",NA,23462
"TFH_Bindea_et_al","ENSG00000176749.9","protein_coding","CDK5R1",NA,8851
"TFH_Bindea_et_al","ENSG00000111728.11","protein_coding","ST8SIA1",NA,6489
"TFH_Bindea_et_al","ENSG00000188389.11","protein_coding","PDCD1",NA,5133
"TFH_Bindea_et_al","ENSG00000160683.5","protein_coding","CXCR5",NA,643
"TFH_Bindea_et_al","ENSG00000116299.17","protein_coding","ELAPOR1",NA,57535
"TFH_Bindea_et_al","ENSG00000100362.13","protein_coding","PVALB",NA,5816
"TFH_Bindea_et_al","ENSG00000165409.18","protein_coding","TSHR",NA,7253
"TFH_Bindea_et_al","ENSG00000168675.19","protein_coding","LDLRAD4",NA,753
"TFH_Bindea_et_al","ENSG00000198846.6","protein_coding","TOX",NA,9760
"TFH_Bindea_et_al","ENSG00000130876.11","protein_coding","SLC7A10",NA,56301
"TFH_Bindea_et_al","ENSG00000170365.10","protein_coding","SMAD1",NA,4086
"TFH_Bindea_et_al","ENSG00000130714.19","protein_coding","POMT1",NA,10585
"TFH_Bindea_et_al","ENSG00000115687.14","protein_coding","PASK",NA,23178
"TFH_Bindea_et_al","ENSG00000186260.17","protein_coding","MRTFB",NA,57496
"TFH_Bindea_et_al","ENSG00000163629.13","protein_coding","PTPN13",NA,5783
"TFH_Bindea_et_al","ENSG00000164626.9","protein_coding","KCNK5",NA,8645
"TFH_Bindea_et_al","ENSG00000169951.10","protein_coding","ZNF764",NA,92595
"TFH_Bindea_et_al","ENSG00000178573.7","protein_coding","MAF",NA,4094
"TFH_Bindea_et_al","ENSG00000196586.17","protein_coding","MYO6",NA,4646
"TFH_Bindea_et_al","ENSG00000089012.14","protein_coding","SIRPG",NA,55423
"TFH_Bindea_et_al","ENSG00000115970.19","protein_coding","THADA",NA,63892
"TFH_Bindea_et_al","ENSG00000187601.5","protein_coding","MAGEH1",NA,28986
"TFH_Bindea_et_al","ENSG00000109956.13","protein_coding","B3GAT1",NA,27087
"TFH_Bindea_et_al","ENSG00000125089.18","protein_coding","SH3TC1",NA,54436
"TFH_Bindea_et_al","ENSG00000273542.2","protein_coding","H4C12",NA,8362
"TFH_Bindea_et_al","ENSG00000198648.11","protein_coding","STK39",NA,27347
