"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Histones","ENSG00000196747.5","protein_coding","H2AC13",NA,8329
"Histones","ENSG00000196787.4","protein_coding","H2AC11",NA,8969
"Histones","ENSG00000185130.6","protein_coding","H2BC13",NA,8340
"Histones","ENSG00000203814.7","protein_coding","H2BC18",NA,440689
