"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Mismatch_Repair","ENSG00000077514.9","protein_coding","POLD3",NA,10714
"Mismatch_Repair","ENSG00000119684.16","protein_coding","MLH3",NA,27030
"Mismatch_Repair","ENSG00000116062.18","protein_coding","MSH6",NA,2956
"Mismatch_Repair","ENSG00000204086.4","protein_coding","RPA4",NA,29935
"Mismatch_Repair","ENSG00000105486.14","protein_coding","LIG1",NA,3978
"Mismatch_Repair","ENSG00000076242.16","protein_coding","MLH1",NA,4292
"Mismatch_Repair","ENSG00000095002.15","protein_coding","MSH2",NA,4436
"Mismatch_Repair","ENSG00000113318.11","protein_coding","MSH3",NA,4437
"Mismatch_Repair","ENSG00000132646.11","protein_coding","PCNA",NA,5111
"Mismatch_Repair","ENSG00000122512.16","protein_coding","PMS2",NA,5395
"Mismatch_Repair","ENSG00000062822.16","protein_coding","POLD1",NA,5424
"Mismatch_Repair","ENSG00000106628.12","protein_coding","POLD2",NA,5425
"Mismatch_Repair","ENSG00000175482.9","protein_coding","POLD4",NA,57804
"Mismatch_Repair","ENSG00000035928.17","protein_coding","RFC1",NA,5981
"Mismatch_Repair","ENSG00000049541.11","protein_coding","RFC2",NA,5982
"Mismatch_Repair","ENSG00000133119.13","protein_coding","RFC3",NA,5983
"Mismatch_Repair","ENSG00000163918.12","protein_coding","RFC4",NA,5984
"Mismatch_Repair","ENSG00000111445.14","protein_coding","RFC5",NA,5985
"Mismatch_Repair","ENSG00000132383.12","protein_coding","RPA1",NA,6117
"Mismatch_Repair","ENSG00000117748.10","protein_coding","RPA2",NA,6118
"Mismatch_Repair","ENSG00000106399.11","protein_coding","RPA3",NA,6119
"Mismatch_Repair","ENSG00000106028.11","protein_coding","SSBP1",NA,6742
"Mismatch_Repair","ENSG00000174371.17","protein_coding","EXO1",NA,9156
