signature_name,gene_id,gene_type,gene_name,weight
Macrophage,ENSG00000129226.14,protein_coding,CD68,NA
Macrophage,ENSG00000066294.15,protein_coding,CD84,NA
Macrophage,ENSG00000177575.13,protein_coding,CD163,NA
Macrophage,ENSG00000110079.19,protein_coding,MS4A4A,NA
