signature_name,gene_id,gene_type,gene_name,weight
peri_Tcell,ENSG00000125245.14,protein_coding,GPR18,NA
peri_Tcell,ENSG00000204252.14,protein_coding,HLA-DOA,NA
peri_Tcell,ENSG00000115415.20,protein_coding,STAT1,NA
