"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000114739.14","protein_coding","ACVR2B",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000006831.10","protein_coding","ADIPOR2",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000198049.7","protein_coding","AVPR1B",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000197405.8","protein_coding","C5AR1",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000126353.3","protein_coding","CCR7",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000173585.17","protein_coding","CCR9",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000174600.14","protein_coding","CMKLR1",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000120088.15","protein_coding","CRHR1",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000168329.14","protein_coding","CX3CR1",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000173198.6","protein_coding","CYSLTR1",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000152207.8","protein_coding","CYSLTR2",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000136160.17","protein_coding","EDNRB",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000146648.20","protein_coding","EGFR",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000106991.14","protein_coding","ENG",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000187266.14","protein_coding","EPOR",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000140009.19","protein_coding","ESR2",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000119715.15","protein_coding","ESRRB",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000066468.24","protein_coding","FGFR2",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000160867.15","protein_coding","FGFR4",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000112164.6","protein_coding","GLP1R",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000101076.19","protein_coding","HNF4A",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000164749.13","protein_coding","HNF4G",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000081985.14","protein_coding","IL12RB2",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000160712.13","protein_coding","IL6R",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000117400.18","protein_coding","MPL",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000169297.8","protein_coding","NR0B1",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000186951.17","protein_coding","PPARA",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000125384.7","protein_coding","PTGER2",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000122420.10","protein_coding","PTGFR",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000172819.17","protein_coding","RARG",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000204231.11","protein_coding","RXRB",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000134243.12","protein_coding","SORT1",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000139874.6","protein_coding","SSTR1",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000163513.19","protein_coding","TGFBR2",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000173530.6","protein_coding","TNFRSF10D",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000186827.11","protein_coding","TNFRSF4",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000120949.15","protein_coding","TNFRSF8",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000049249.9","protein_coding","TNFRSF9",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000174417.3","protein_coding","TRHR",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000165409.18","protein_coding","TSHR",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000111424.12","protein_coding","VDR",NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000106018.14","protein_coding","VIPR2",NA
