"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000140284.11","protein_coding","SLC27A2",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000116171.19","protein_coding","SCP2",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000168306.13","protein_coding","ACOX2",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000060971.19","protein_coding","ACAA1",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000095321.18","protein_coding","CRAT",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000107537.14","protein_coding","PHYH",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000116882.15","protein_coding","HAO2",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000113790.11","protein_coding","EHHADH",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000115425.14","protein_coding","PECR",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000133835.18","protein_coding","HSD17B4",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000140876.11","protein_coding","NUDT7",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000131373.15","protein_coding","HACL1",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000087008.16","protein_coding","ACOX3",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000103150.7","protein_coding","MLYCD",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000072210.19","protein_coding","ALDH3A2",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000242110.8","protein_coding","AMACR",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000181513.15","protein_coding","ACBD4",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000177465.5","protein_coding","ACOT4",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000101986.12","protein_coding","ABCD1",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000242612.7","protein_coding","DECR2",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000205669.4","protein_coding","ACOT6",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000198721.13","protein_coding","ECI2",NA
"PassON_Du","REACTOME_PEROXISOMAL_LIPID_METABOLISM","ENSG00000107897.20","protein_coding","ACBD5",NA
