"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000109452.13","protein_coding","INPP4B",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000137265.16","protein_coding","IRF4",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000116679.16","protein_coding","IVNS1ABP",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000189337.17","protein_coding","KAZN",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000197971.16","protein_coding","MBP",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000135596.18","protein_coding","MICAL1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000187098.18","protein_coding","MITF",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000120215.10","protein_coding","MLANA",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000176658.17","protein_coding","MYO1D",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000119508.18","protein_coding","NR4A3",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000104044.16","protein_coding","OCA2",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000112137.19","protein_coding","PHACTR1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000087842.11","protein_coding","PIR",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000136040.9","protein_coding","PLXNC1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000185664.15","protein_coding","PMEL",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000069974.16","protein_coding","RAB27A",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000123892.12","protein_coding","RAB38",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000147509.14","protein_coding","RGS20",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000119729.12","protein_coding","RHOQ",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000025039.15","protein_coding","RRAGD",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000092421.17","protein_coding","SEMA6A",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000198053.12","protein_coding","SIRPA",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000164175.15","protein_coding","SLC45A2",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000064225.13","protein_coding","ST3GAL6",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000079950.14","protein_coding","STX7",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000157873.18","protein_coding","TNFRSF14",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000134160.15","protein_coding","TRPM1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000077498.9","protein_coding","TYR",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000107165.13","protein_coding","TYRP1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000105875.15","protein_coding","WDR91",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000039319.17","protein_coding","ZFYVE16",NA
