"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000102575.14","protein_coding","ACP5",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000078295.17","protein_coding","ADCY2",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000130203.10","protein_coding","APOE",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000104763.20","protein_coding","ASAH1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000101197.13","protein_coding","BIRC7",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000154642.11","protein_coding","C21orf91",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000092529.25","protein_coding","CAPN3",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000039068.20","protein_coding","CDH1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000123374.11","protein_coding","CDK2",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000176749.9","protein_coding","CDK5R1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000079385.23","protein_coding","CEACAM1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000196730.13","protein_coding","DAPK1",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000080166.16","protein_coding","DCT",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000185442.13","protein_coding","FAM174B",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000115339.14","protein_coding","GALNT3",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000111670.16","protein_coding","GNPTAB",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000046653.15","protein_coding","GPM6B",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000101850.13","protein_coding","GPR143",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000167191.12","protein_coding","GPRC5B",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000056998.20","protein_coding","GYG2",NA
"IPRES_Hugo","HOEK_PROLIFEATIVE_SIG","ENSG00000100099.21","protein_coding","HPS4",NA
