"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000164692.19","protein_coding","COL1A2",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000176697.20","protein_coding","BDNF",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000038427.16","protein_coding","VCAN",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000111057.11","protein_coding","KRT18",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000182326.16","protein_coding","C1S",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000183386.10","protein_coding","FHL3",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000148082.10","protein_coding","SHC3",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR",NA,NA,"GSTT1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000146674.16","protein_coding","IGFBP3",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000148677.7","protein_coding","ANKRD1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000127990.19","protein_coding","SGCE",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000144476.6","protein_coding","ACKR3",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000182492.16","protein_coding","BGN",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000164949.8","protein_coding","GEM",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000049540.19","protein_coding","ELN",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000121858.11","protein_coding","TNFSF10",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000100362.13","protein_coding","PVALB",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000165140.12","protein_coding","FBP1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000165269.13","protein_coding","AQP7",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000137440.5","protein_coding","FGFBP1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000111725.11","protein_coding","PRKAB1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000076248.11","protein_coding","UNG",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000143248.13","protein_coding","RGS5",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000248098.12","protein_coding","BCKDHA",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000166741.8","protein_coding","NNMT",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000172845.18","protein_coding","SP3",NA
