"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000162692.12","protein_coding","VCAM1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000154096.14","protein_coding","THY1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000138463.9","protein_coding","SLC49A4",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000130821.17","protein_coding","SLC6A8",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000087245.13","protein_coding","MMP2",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000164251.5","protein_coding","F2RL1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000087303.19","protein_coding","NID2",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000163359.17","protein_coding","COL6A3",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000108688.11","protein_coding","CCL7",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000112902.12","protein_coding","SEMA5A",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000109193.12","protein_coding","SULT1E1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000187513.9","protein_coding","GJA4",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000180914.11","protein_coding","OXTR",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000124145.6","protein_coding","SDC4",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000135914.6","protein_coding","HTR2B",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000244414.7","protein_coding","CFHR1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000105825.14","protein_coding","TFPI2",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000143878.10","protein_coding","RHOB",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000130066.17","protein_coding","SAT1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000078098.15","protein_coding","FAP",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000133110.15","protein_coding","POSTN",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000111339.12","protein_coding","ART4",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000125378.16","protein_coding","BMP4",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000091831.25","protein_coding","ESR1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000130635.16","protein_coding","COL5A1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000142156.16","protein_coding","COL6A1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000108691.10","protein_coding","CCL2",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000169071.15","protein_coding","ROR2",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000016082.15","protein_coding","ISL1",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000170425.4","protein_coding","ADORA2B",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000106484.16","protein_coding","MEST",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000026025.16","protein_coding","VIM",NA
"IPRES_Hugo","WESTON_VEGFA_TARGETS_6HR","ENSG00000111341.10","protein_coding","MGP",NA
