"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"ImmunoScore_Hao","ENSG00000110446.12","protein_coding","SLC15A3",1,51296
"ImmunoScore_Hao","ENSG00000125347.15","protein_coding","IRF1",1,3659
"ImmunoScore_Hao","ENSG00000275385.2","protein_coding","CCL18",1,6362
"ImmunoScore_Hao","ENSG00000160654.11","protein_coding","CD3G",1,917
"ImmunoScore_Hao","ENSG00000072818.12","protein_coding","ACAP1",1,9744
"ImmunoScore_Hao","ENSG00000160856.21","protein_coding","FCRL3",1,115352
"ImmunoScore_Hao","ENSG00000167286.11","protein_coding","CD3D",1,915
"ImmunoScore_Hao","ENSG00000204209.13","protein_coding","DAXX",1,1616
"ImmunoScore_Hao","ENSG00000204592.9","protein_coding","HLA-E",1,3133
"ImmunoScore_Hao","ENSG00000184293.8","transcribed_unitary_pseudogene","CLECL1",1,NA
"ImmunoScore_Hao","ENSG00000185811.20","protein_coding","IKZF1",1,10320
"ImmunoScore_Hao","ENSG00000089685.15","protein_coding","BIRC5",1,332
"ImmunoScore_Hao","ENSG00000140511.12","protein_coding","HAPLN3",1,145864
"ImmunoScore_Hao","ENSG00000231925.13","protein_coding","TAPBP",1,6892
"ImmunoScore_Hao","ENSG00000204252.14","protein_coding","HLA-DOA",1,3111
"ImmunoScore_Hao","ENSG00000153563.16","protein_coding","CD8A",1,925
"ImmunoScore_Hao","ENSG00000106462.12","protein_coding","EZH2",1,2146
"ImmunoScore_Hao","ENSG00000164520.12","protein_coding","RAET1E",1,135250
"ImmunoScore_Hao","ENSG00000100385.14","protein_coding","IL2RB",1,3560
"ImmunoScore_Hao","ENSG00000204642.14","protein_coding","HLA-F",1,3134
"ImmunoScore_Hao","ENSG00000076662.10","protein_coding","ICAM3",1,3385
"ImmunoScore_Hao","ENSG00000172215.6","protein_coding","CXCR6",1,10663
"ImmunoScore_Hao","ENSG00000186470.14","protein_coding","BTN3A2",1,11118
"ImmunoScore_Hao","ENSG00000095303.17","protein_coding","PTGS1",1,5742
"ImmunoScore_Hao","ENSG00000187116.14","protein_coding","LILRA5",1,353514
"ImmunoScore_Hao","ENSG00000130935.10","protein_coding","NOL11",1,25926
"ImmunoScore_Hao","ENSG00000073861.3","protein_coding","TBX21",1,30009
"ImmunoScore_Hao","ENSG00000008516.18","protein_coding","MMP25",1,64386
"ImmunoScore_Hao","ENSG00000186074.19","protein_coding","CD300LF",1,146722
"ImmunoScore_Hao","ENSG00000153283.13","protein_coding","CD96",1,10225
"ImmunoScore_Hao","ENSG00000105967.16","protein_coding","TFEC",1,22797
"ImmunoScore_Hao","ENSG00000013725.14","protein_coding","CD6",1,923
"ImmunoScore_Hao","ENSG00000102575.14","protein_coding","ACP5",1,54
"ImmunoScore_Hao","ENSG00000167965.18","protein_coding","MLST8",1,64223
"ImmunoScore_Hao","ENSG00000064225.13","protein_coding","ST3GAL6",1,10402
"ImmunoScore_Hao","ENSG00000139318.8","protein_coding","DUSP6",1,1848
"ImmunoScore_Hao",NA,NA,"CD97",NA,NA
"ImmunoScore_Hao","ENSG00000113263.13","protein_coding","ITK",1,3702
"ImmunoScore_Hao","ENSG00000073756.13","protein_coding","PTGS2",1,5743
