"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"WNT-beta-catenin_Takeuchi","ENSG00000134245.18","protein_coding","WNT2B",NA,7482
"WNT-beta-catenin_Takeuchi","ENSG00000085741.14","protein_coding","WNT11",NA,7481
"WNT-beta-catenin_Takeuchi","ENSG00000114251.15","protein_coding","WNT5A",NA,7474
"WNT-beta-catenin_Takeuchi","ENSG00000164930.12","protein_coding","FZD6",NA,8323
"WNT-beta-catenin_Takeuchi","ENSG00000155760.3","protein_coding","FZD7",NA,8324
"WNT-beta-catenin_Takeuchi","ENSG00000134569.10","protein_coding","LRP4",NA,4038
"WNT-beta-catenin_Takeuchi","ENSG00000070018.9","protein_coding","LRP6",NA,4040
"WNT-beta-catenin_Takeuchi","ENSG00000157193.18","protein_coding","LRP8",NA,7804
"WNT-beta-catenin_Takeuchi","ENSG00000103126.15","protein_coding","AXIN1",NA,8312
"WNT-beta-catenin_Takeuchi","ENSG00000168646.14","protein_coding","AXIN2",NA,8313
"WNT-beta-catenin_Takeuchi","ENSG00000004975.12","protein_coding","DVL2",NA,1856
"WNT-beta-catenin_Takeuchi","ENSG00000161202.20","protein_coding","DVL3",NA,1857
"WNT-beta-catenin_Takeuchi","ENSG00000168036.18","protein_coding","CTNNB1",NA,1499
"WNT-beta-catenin_Takeuchi","ENSG00000136997.21","protein_coding","MYC",NA,4609
"WNT-beta-catenin_Takeuchi","ENSG00000112715.26","protein_coding","VEGFA",NA,7422
"WNT-beta-catenin_Takeuchi","ENSG00000125398.8","protein_coding","SOX9",NA,6662
"WNT-beta-catenin_Takeuchi","ENSG00000108947.5","protein_coding","EFNB3",NA,1949
