"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"CYT_Rooney","ENSG00000180644.8","protein_coding","PRF1",1,5551
"CYT_Rooney","ENSG00000145649.8","protein_coding","GZMA",1,3001
