"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000114739.14","protein_coding","ACVR2B",NA,"93"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000006831.10","protein_coding","ADIPOR2",NA,"79602"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000198049.7","protein_coding","AVPR1B",NA,"553"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000197405.8","protein_coding","C5AR1",NA,"728"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000126353.3","protein_coding","CCR7",NA,"1236"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000173585.17","protein_coding","CCR9",NA,"10803"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000174600.14","protein_coding","CMKLR1",NA,"1240"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000120088.15","protein_coding","CRHR1",NA,NA
"IPSOV_Shen","Cytokine_Receptors","ENSG00000168329.14","protein_coding","CX3CR1",NA,"1524"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000173198.6","protein_coding","CYSLTR1",NA,"10800"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000152207.8","protein_coding","CYSLTR2",NA,"57105"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000136160.17","protein_coding","EDNRB",NA,"1910"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000146648.20","protein_coding","EGFR",NA,"1956"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000106991.14","protein_coding","ENG",NA,"2022"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000187266.14","protein_coding","EPOR",NA,"2057"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000140009.19","protein_coding","ESR2",NA,"2100"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000119715.15","protein_coding","ESRRB",NA,"2103"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000066468.24","protein_coding","FGFR2",NA,"2263"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000160867.15","protein_coding","FGFR4",NA,"2264"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000112164.6","protein_coding","GLP1R",NA,"2740"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000101076.19","protein_coding","HNF4A",NA,"3172"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000164749.13","protein_coding","HNF4G",NA,"3174"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000081985.14","protein_coding","IL12RB2",NA,"3595"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000160712.13","protein_coding","IL6R",NA,"3570"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000117400.18","protein_coding","MPL",NA,"4352"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000169297.8","protein_coding","NR0B1",NA,"190"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000186951.17","protein_coding","PPARA",NA,"5465"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000125384.7","protein_coding","PTGER2",NA,"5732"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000122420.10","protein_coding","PTGFR",NA,"5737"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000172819.17","protein_coding","RARG",NA,"5916"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000204231.11","protein_coding","RXRB",NA,"6257"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000134243.12","protein_coding","SORT1",NA,"6272"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000139874.6","protein_coding","SSTR1",NA,"6751"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000163513.19","protein_coding","TGFBR2",NA,"7048"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000173530.6","protein_coding","TNFRSF10D",NA,"8793"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000186827.11","protein_coding","TNFRSF4",NA,"7293"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000120949.15","protein_coding","TNFRSF8",NA,"943"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000049249.9","protein_coding","TNFRSF9",NA,"3604"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000174417.3","protein_coding","TRHR",NA,"7201"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000165409.18","protein_coding","TSHR",NA,"7253"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000111424.12","protein_coding","VDR",NA,"7421"
"IPSOV_Shen","Cytokine_Receptors","ENSG00000106018.14","protein_coding","VIPR2",NA,"7434"
