"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"NonResponse_Chen","ENSG00000165501.17","protein_coding","LRR1",NA,"122769"
"NonResponse_Chen","ENSG00000138326.21","protein_coding","RPS24",NA,"6229"
"NonResponse_Chen","ENSG00000120539.15","protein_coding","MASTL",NA,"84930"
"NonResponse_Chen","ENSG00000213551.7","protein_coding","DNAJC9",NA,"23234"
"NonResponse_Chen","ENSG00000198015.14","protein_coding","MRPL42",NA,"28977"
"NonResponse_Chen","ENSG00000146670.10","protein_coding","CDCA5",NA,"113130"
"NonResponse_Chen","ENSG00000127423.11","protein_coding","AUNIP",NA,"79000"
"NonResponse_Chen","ENSG00000101447.15","protein_coding","FAM83D",NA,"81610"
"NonResponse_Chen","ENSG00000165304.8","protein_coding","MELK",NA,"9833"
"NonResponse_Chen","ENSG00000126787.13","protein_coding","DLGAP5",NA,"9787"
"NonResponse_Chen","ENSG00000048162.22","protein_coding","NOP16",NA,"51491"
"NonResponse_Chen","ENSG00000139343.11","protein_coding","SNRPF",NA,"6636"
"NonResponse_Chen","ENSG00000183684.8","protein_coding","ALYREF",NA,"10189"
"NonResponse_Chen","ENSG00000171848.16","protein_coding","RRM2",NA,"6241"
"NonResponse_Chen","ENSG00000040275.17","protein_coding","SPDL1",NA,"54908"
"NonResponse_Chen","ENSG00000136122.18","protein_coding","BORA",NA,"79866"
"NonResponse_Chen","ENSG00000143179.16","protein_coding","UCK2",NA,"7371"
"NonResponse_Chen","ENSG00000145194.19","protein_coding","ECE2",NA,"9718"
"NonResponse_Chen","ENSG00000203760.9","protein_coding","CENPW",NA,"387103"
"NonResponse_Chen","ENSG00000123975.5","protein_coding","CKS2",NA,"1164"
"NonResponse_Chen","ENSG00000116062.18","protein_coding","MSH6",NA,"2956"
"NonResponse_Chen","ENSG00000164109.14","protein_coding","MAD2L1",NA,"4085"
"NonResponse_Chen","ENSG00000185480.12","protein_coding","PARPBP",NA,"55010"
"NonResponse_Chen","ENSG00000159147.18","protein_coding","DONSON",NA,"29980"
"NonResponse_Chen","ENSG00000111206.13","protein_coding","FOXM1",NA,"2305"
"NonResponse_Chen","ENSG00000112984.12","protein_coding","KIF20A",NA,"10112"
"NonResponse_Chen","ENSG00000080986.13","protein_coding","NDC80",NA,"10403"
"NonResponse_Chen","ENSG00000170312.17","protein_coding","CDK1",NA,"983"
"NonResponse_Chen","ENSG00000161016.18","protein_coding","RPL8",NA,"6132"
"NonResponse_Chen","ENSG00000121957.15","protein_coding","GPSM2",NA,"29899"
"NonResponse_Chen","ENSG00000152253.9","protein_coding","SPC25",NA,"57405"
"NonResponse_Chen","ENSG00000107937.19","protein_coding","GTPBP4",NA,"23560"
"NonResponse_Chen","ENSG00000215784.6","protein_coding","FAM72D",NA,"728833"
"NonResponse_Chen","ENSG00000138160.7","protein_coding","KIF11",NA,"3832"
"NonResponse_Chen","ENSG00000113460.13","protein_coding","BRIX1",NA,"55299"
"NonResponse_Chen","ENSG00000100479.13","protein_coding","POLE2",NA,"5427"
"NonResponse_Chen","ENSG00000089685.15","protein_coding","BIRC5",NA,"332"
"NonResponse_Chen","ENSG00000105185.12","protein_coding","PDCD5",NA,"9141"
"NonResponse_Chen","ENSG00000198937.9","protein_coding","CCDC167",NA,"154467"
"NonResponse_Chen","ENSG00000156802.13","protein_coding","ATAD2",NA,"29028"
"NonResponse_Chen","ENSG00000090889.12","protein_coding","KIF4A",NA,"24137"
"NonResponse_Chen","ENSG00000136943.12","protein_coding","CTSV",NA,"1515"
"NonResponse_Chen","ENSG00000109805.10","protein_coding","NCAPG",NA,"64151"
"NonResponse_Chen","ENSG00000155561.15","protein_coding","NUP205",NA,"23165"
"NonResponse_Chen","ENSG00000166508.18","protein_coding","MCM7",NA,"4176"
"NonResponse_Chen","ENSG00000165609.13","protein_coding","NUDT5",NA,"11164"
"NonResponse_Chen","ENSG00000142945.13","protein_coding","KIF2C",NA,"11004"
"NonResponse_Chen","ENSG00000117399.14","protein_coding","CDC20",NA,"991"
"NonResponse_Chen","ENSG00000137804.14","protein_coding","NUSAP1",NA,"51203"
"NonResponse_Chen","ENSG00000167088.11","protein_coding","SNRPD1",NA,"6632"
"NonResponse_Chen","ENSG00000164611.13","protein_coding","PTTG1",NA,"9232"
"NonResponse_Chen","ENSG00000277462.2","protein_coding","ZNF670",NA,"93474"
"NonResponse_Chen","ENSG00000174371.17","protein_coding","EXO1",NA,"9156"
"NonResponse_Chen","ENSG00000133119.13","protein_coding","RFC3",NA,"5983"
"NonResponse_Chen","ENSG00000239672.8","protein_coding","NME1",NA,"4830"
"NonResponse_Chen","ENSG00000146918.20","protein_coding","NCAPG2",NA,"54892"
"NonResponse_Chen","ENSG00000109674.4","protein_coding","NEIL3",NA,"55247"
"NonResponse_Chen","ENSG00000085999.13","protein_coding","RAD54L",NA,"8438"
"NonResponse_Chen","ENSG00000143228.13","protein_coding","NUF2",NA,"83540"
"NonResponse_Chen","ENSG00000169679.15","protein_coding","BUB1",NA,"699"
"NonResponse_Chen","ENSG00000198901.14","protein_coding","PRC1",NA,"9055"
"NonResponse_Chen","ENSG00000144354.15","protein_coding","CDCA7",NA,"83879"
"NonResponse_Chen","ENSG00000161800.13","protein_coding","RACGAP1",NA,"29127"
"NonResponse_Chen","ENSG00000055044.11","protein_coding","NOP58",NA,"51602"
"NonResponse_Chen","ENSG00000093009.11","protein_coding","CDC45",NA,"8318"
"NonResponse_Chen","ENSG00000128944.14","protein_coding","KNSTRN",NA,"90417"
"NonResponse_Chen","ENSG00000138442.11","protein_coding","WDR12",NA,"55759"
"NonResponse_Chen","ENSG00000068489.13","protein_coding","PRR11",NA,"55771"
"NonResponse_Chen","ENSG00000183527.12","protein_coding","PSMG1",NA,"8624"
"NonResponse_Chen","ENSG00000197299.13","protein_coding","BLM",NA,"641"
"NonResponse_Chen","ENSG00000121621.7","protein_coding","KIF18A",NA,"81930"
"NonResponse_Chen","ENSG00000164045.12","protein_coding","CDC25A",NA,"993"
"NonResponse_Chen","ENSG00000077152.11","protein_coding","UBE2T",NA,"29089"
"NonResponse_Chen","ENSG00000137563.13","protein_coding","GGH",NA,"8836"
"NonResponse_Chen","ENSG00000127564.17","protein_coding","PKMYT1",NA,"9088"
"NonResponse_Chen","ENSG00000165490.13","protein_coding","DDIAS",NA,"220042"
"NonResponse_Chen","ENSG00000115233.12","protein_coding","PSMD14",NA,"10213"
"NonResponse_Chen","ENSG00000115163.15","protein_coding","CENPA",NA,"1058"
"NonResponse_Chen","ENSG00000100749.9","protein_coding","VRK1",NA,"7443"
"NonResponse_Chen","ENSG00000089009.16","protein_coding","RPL6",NA,"6128"
"NonResponse_Chen","ENSG00000123131.13","protein_coding","PRDX4",NA,"10549"
"NonResponse_Chen","ENSG00000136824.19","protein_coding","SMC2",NA,"10592"
"NonResponse_Chen","ENSG00000109475.17","protein_coding","RPL34",NA,"6164"
"NonResponse_Chen","ENSG00000145386.11","protein_coding","CCNA2",NA,"890"
"NonResponse_Chen","ENSG00000144554.13","protein_coding","FANCD2",NA,"2177"
"NonResponse_Chen","ENSG00000171858.18","protein_coding","RPS21",NA,"6227"
"NonResponse_Chen","ENSG00000239789.6","protein_coding","MRPS17",NA,"51373"
"NonResponse_Chen","ENSG00000114686.9","protein_coding","MRPL3",NA,"11222"
"NonResponse_Chen","ENSG00000164032.12","protein_coding","H2AZ1",NA,"3015"
"NonResponse_Chen","ENSG00000116750.14","protein_coding","UCHL5",NA,"51377"
"NonResponse_Chen","ENSG00000118193.12","protein_coding","KIF14",NA,"9928"
"NonResponse_Chen","ENSG00000120533.13","protein_coding","ENY2",NA,"56943"
"NonResponse_Chen","ENSG00000276043.5","protein_coding","UHRF1",NA,"29128"
"NonResponse_Chen","ENSG00000143977.14","protein_coding","SNRPG",NA,"6637"
"NonResponse_Chen","ENSG00000247077.7","protein_coding","PGAM5",NA,"192111"
"NonResponse_Chen","ENSG00000184661.14","protein_coding","CDCA2",NA,"157313"
"NonResponse_Chen","ENSG00000135476.12","protein_coding","ESPL1",NA,"9700"
"NonResponse_Chen","ENSG00000181938.14","protein_coding","GINS3",NA,"64785"
"NonResponse_Chen","ENSG00000011052.21","protein_coding","NME1-NME2",NA,"654364"
"NonResponse_Chen","ENSG00000148459.16","protein_coding","PDSS1",NA,"23590"
"NonResponse_Chen","ENSG00000163811.12","protein_coding","WDR43",NA,"23160"
"NonResponse_Chen","ENSG00000140525.20","protein_coding","FANCI",NA,"55215"
"NonResponse_Chen","ENSG00000128383.13","protein_coding","APOBEC3A",NA,"200315"
"NonResponse_Chen","ENSG00000123485.12","protein_coding","HJURP",NA,"55355"
"NonResponse_Chen","ENSG00000197275.14","protein_coding","RAD54B",NA,"25788"
"NonResponse_Chen","ENSG00000142731.11","protein_coding","PLK4",NA,"10733"
"NonResponse_Chen","ENSG00000126953.8","protein_coding","TIMM8A",NA,"1678"
"NonResponse_Chen","ENSG00000168496.4","protein_coding","FEN1",NA,"2237"
"NonResponse_Chen","ENSG00000120802.14","protein_coding","TMPO",NA,"7112"
"NonResponse_Chen","ENSG00000168078.10","protein_coding","PBK",NA,"55872"
"NonResponse_Chen","ENSG00000113368.12","protein_coding","LMNB1",NA,"4001"
"NonResponse_Chen","ENSG00000196550.11","protein_coding","FAM72A",NA,"729533"
"NonResponse_Chen","ENSG00000158402.21","protein_coding","CDC25C",NA,"995"
"NonResponse_Chen","ENSG00000117632.23","protein_coding","STMN1",NA,"3925"
"NonResponse_Chen","ENSG00000163535.18","protein_coding","SGO2",NA,"151246"
"NonResponse_Chen","ENSG00000184220.12","protein_coding","CMSS1",NA,"84319"
"NonResponse_Chen","ENSG00000051180.17","protein_coding","RAD51",NA,"5888"
"NonResponse_Chen","ENSG00000122952.17","protein_coding","ZWINT",NA,"11130"
