"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"CIN25_Carter","ENSG00000118707.11","protein_coding","TGIF2",1,"60436"
"CIN25_Carter","ENSG00000157456.8","protein_coding","CCNB2",1,"9133"
"CIN25_Carter","ENSG00000150753.12","protein_coding","CCT5",1,"22948"
"CIN25_Carter","ENSG00000093009.11","protein_coding","CDC45",1,"8318"
"CIN25_Carter","ENSG00000135476.12","protein_coding","ESPL1",1,"9700"
"CIN25_Carter","ENSG00000168496.4","protein_coding","FEN1",1,"2237"
"CIN25_Carter","ENSG00000111206.13","protein_coding","FOXM1",1,"2305"
"CIN25_Carter","ENSG00000112984.12","protein_coding","KIF20A",1,"10112"
"CIN25_Carter","ENSG00000164109.14","protein_coding","MAD2L1",1,"4085"
"CIN25_Carter","ENSG00000073111.14","protein_coding","MCM2",1,"4171"
"CIN25_Carter","ENSG00000166508.18","protein_coding","MCM7",1,"4176"
"CIN25_Carter","ENSG00000165304.8","protein_coding","MELK",1,"9833"
"CIN25_Carter","ENSG00000132646.11","protein_coding","PCNA",1,"5111"
"CIN25_Carter","ENSG00000198901.14","protein_coding","PRC1",1,"9055"
"CIN25_Carter","ENSG00000111247.15","protein_coding","RAD51AP1",1,"10635"
"CIN25_Carter","ENSG00000163918.12","protein_coding","RFC4",1,"5984"
"CIN25_Carter","ENSG00000104889.7","protein_coding","RNASEH2A",1,"10535"
"CIN25_Carter","ENSG00000131747.15","protein_coding","TOP2A",1,"7153"
"CIN25_Carter","ENSG00000088325.16","protein_coding","TPX2",1,"22974"
"CIN25_Carter","ENSG00000071539.14","protein_coding","TRIP13",1,"9319"
"CIN25_Carter","ENSG00000112742.10","protein_coding","TTK",1,"7272"
"CIN25_Carter","ENSG00000175063.17","protein_coding","UBE2C",1,"11065"
"CIN25_Carter","ENSG00000170312.17","protein_coding","CDK1",1,"983"
"CIN25_Carter","ENSG00000164032.12","protein_coding","H2AZ1",1,"3015"
"CIN25_Carter","ENSG00000010292.13","protein_coding","NCAPD2",1,"9918"
