"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"ImmuneCells_Xiong","ENSG00000139985.8","protein_coding","ADAM21",NA,"8747"
"ImmuneCells_Xiong","ENSG00000136010.14","protein_coding","ALDH1L2",NA,"160428"
"ImmuneCells_Xiong","ENSG00000163697.17","protein_coding","APBB2",NA,"323"
"ImmuneCells_Xiong","ENSG00000234906.11","protein_coding","APOC2",NA,"344"
"ImmuneCells_Xiong","ENSG00000062096.15","protein_coding","ARSF",NA,"416"
"ImmuneCells_Xiong","ENSG00000188611.17","protein_coding","ASAH2",NA,"56624"
"ImmuneCells_Xiong","ENSG00000066279.19","protein_coding","ASPM",NA,"259266"
"ImmuneCells_Xiong","ENSG00000089685.15","protein_coding","BIRC5",NA,"332"
"ImmuneCells_Xiong","ENSG00000181577.16","lncRNA","C6orf223",NA,NA
"ImmuneCells_Xiong","ENSG00000108878.5","protein_coding","CACNG1",NA,"786"
"ImmuneCells_Xiong","ENSG00000275385.2","protein_coding","CCL18",NA,"6362"
"ImmuneCells_Xiong","ENSG00000204936.10","protein_coding","CD177",NA,"57126"
"ImmuneCells_Xiong","ENSG00000122223.13","protein_coding","CD244",NA,"51744"
"ImmuneCells_Xiong","ENSG00000146670.10","protein_coding","CDCA5",NA,"113130"
"ImmuneCells_Xiong","ENSG00000039068.20","protein_coding","CDH1",NA,"999"
"ImmuneCells_Xiong","ENSG00000086548.9","protein_coding","CEACAM6",NA,"4680"
"ImmuneCells_Xiong","ENSG00000160161.9","protein_coding","CILP2",NA,"148113"
"ImmuneCells_Xiong","ENSG00000181885.18","protein_coding","CLDN7",NA,"1366"
"ImmuneCells_Xiong","ENSG00000109684.16","protein_coding","CLNK",NA,"116449"
"ImmuneCells_Xiong","ENSG00000262246.6","protein_coding","CORO7",NA,"79585"
"ImmuneCells_Xiong","ENSG00000117322.18","protein_coding","CR2",NA,"1380"
"ImmuneCells_Xiong","ENSG00000109943.9","protein_coding","CRTAM",NA,"56253"
"ImmuneCells_Xiong","ENSG00000170891.11","protein_coding","CYTL1",NA,"54360"
"ImmuneCells_Xiong","ENSG00000073737.17","protein_coding","DHRS9",NA,"10170"
"ImmuneCells_Xiong","ENSG00000185559.16","protein_coding","DLK1",NA,"8788"
"ImmuneCells_Xiong","ENSG00000079393.21","protein_coding","DUSP13",NA,NA
"ImmuneCells_Xiong","ENSG00000156976.17","protein_coding","EIF4A2",NA,"1974"
"ImmuneCells_Xiong","ENSG00000176177.10","protein_coding","ENTHD1",NA,"150350"
"ImmuneCells_Xiong","ENSG00000077942.19","protein_coding","FBLN1",NA,"2192"
"ImmuneCells_Xiong","ENSG00000163520.14","protein_coding","FBLN2",NA,"2199"
"ImmuneCells_Xiong","ENSG00000122176.12","protein_coding","FMOD",NA,"2331"
"ImmuneCells_Xiong","ENSG00000165457.15","protein_coding","FOLR2",NA,"2350"
"ImmuneCells_Xiong","ENSG00000168269.10","protein_coding","FOXI1",NA,"2299"
"ImmuneCells_Xiong","ENSG00000225492.6","transcribed_unprocessed_pseudogene","GBP1P1",NA,"400759"
"ImmuneCells_Xiong","ENSG00000130283.9","protein_coding","GDF1",NA,"2657"
"ImmuneCells_Xiong","ENSG00000133574.10","protein_coding","GIMAP4",NA,"55303"
"ImmuneCells_Xiong","ENSG00000120436.4","protein_coding","GPR31",NA,"2853"
"ImmuneCells_Xiong","ENSG00000155511.18","protein_coding","GRIA1",NA,"2890"
"ImmuneCells_Xiong","ENSG00000196277.16","protein_coding","GRM7",NA,"2917"
"ImmuneCells_Xiong","ENSG00000005884.18","protein_coding","ITGA3",NA,"3675"
"ImmuneCells_Xiong","ENSG00000243789.11","protein_coding","JMJD7",NA,"100137047"
"ImmuneCells_Xiong","ENSG00000189013.15","protein_coding","KIR2DL4",NA,"3805"
"ImmuneCells_Xiong","ENSG00000126259.20","protein_coding","KIRREL2",NA,"84063"
"ImmuneCells_Xiong","ENSG00000185909.15","protein_coding","KLHDC8B",NA,"200942"
"ImmuneCells_Xiong","ENSG00000170477.13","protein_coding","KRT4",NA,"3851"
"ImmuneCells_Xiong","ENSG00000167531.6","protein_coding","LALBA",NA,"3906"
"ImmuneCells_Xiong","ENSG00000138795.10","protein_coding","LEF1",NA,"51176"
"ImmuneCells_Xiong","ENSG00000214894.7","lncRNA","LINC00243",NA,"401247"
"ImmuneCells_Xiong","ENSG00000140280.14","protein_coding","LYSMD2",NA,"256586"
"ImmuneCells_Xiong","ENSG00000143194.13","protein_coding","MAEL",NA,"84944"
"ImmuneCells_Xiong","ENSG00000137764.20","protein_coding","MAP2K5",NA,"5607"
"ImmuneCells_Xiong","ENSG00000132031.13","protein_coding","MATN3",NA,"4148"
"ImmuneCells_Xiong","ENSG00000117122.14","protein_coding","MFAP2",NA,"4237"
"ImmuneCells_Xiong","ENSG00000148773.14","protein_coding","MKI67",NA,"4288"
"ImmuneCells_Xiong","ENSG00000262406.3","protein_coding","MMP12",NA,"4321"
"ImmuneCells_Xiong","ENSG00000100985.7","protein_coding","MMP9",NA,"4318"
"ImmuneCells_Xiong","ENSG00000125144.14","protein_coding","MT1G",NA,"4495"
"ImmuneCells_Xiong","ENSG00000030304.15","protein_coding","MUSK",NA,"4593"
"ImmuneCells_Xiong","ENSG00000162576.17","protein_coding","MXRA8",NA,"54587"
"ImmuneCells_Xiong","ENSG00000168530.16","protein_coding","MYL1",NA,"4632"
"ImmuneCells_Xiong","ENSG00000136286.16","protein_coding","MYO1G",NA,"64005"
"ImmuneCells_Xiong","ENSG00000253506.3","protein_coding","NACA2",NA,"342538"
"ImmuneCells_Xiong","ENSG00000121089.4","processed_pseudogene","NACA3P",NA,NA
"ImmuneCells_Xiong","ENSG00000122824.11","protein_coding","NUDT10",NA,"170685"
"ImmuneCells_Xiong","ENSG00000176046.9","protein_coding","NUPR1",NA,"26471"
"ImmuneCells_Xiong","ENSG00000115155.19","protein_coding","OTOF",NA,"9381"
"ImmuneCells_Xiong","ENSG00000166803.14","protein_coding","PCLAF",NA,"9768"
"ImmuneCells_Xiong","ENSG00000162878.13","protein_coding","PKDCC",NA,"91461"
"ImmuneCells_Xiong","ENSG00000117215.15","protein_coding","PLA2G2D",NA,"26279"
"ImmuneCells_Xiong","ENSG00000138777.20","protein_coding","PPA2",NA,"27068"
"ImmuneCells_Xiong","ENSG00000224960.5","protein_coding","PPP4R3C",NA,"139420"
"ImmuneCells_Xiong","ENSG00000135406.14","protein_coding","PRPH",NA,"5630"
"ImmuneCells_Xiong","ENSG00000106772.19","protein_coding","PRUNE2",NA,"158471"
"ImmuneCells_Xiong","ENSG00000103710.11","protein_coding","RASL12",NA,"51285"
"ImmuneCells_Xiong","ENSG00000176406.24","protein_coding","RIMS2",NA,"9699"
"ImmuneCells_Xiong","ENSG00000129538.14","protein_coding","RNASE1",NA,"6035"
"ImmuneCells_Xiong","ENSG00000185483.13","protein_coding","ROR1",NA,"4919"
"ImmuneCells_Xiong","ENSG00000242087.2","processed_pseudogene","RPL36AP41",NA,NA
"ImmuneCells_Xiong","ENSG00000171848.16","protein_coding","RRM2",NA,"6241"
"ImmuneCells_Xiong","ENSG00000110484.7","protein_coding","SCGB2A2",NA,"4250"
"ImmuneCells_Xiong","ENSG00000250722.6","protein_coding","SELENOP",NA,"6414"
"ImmuneCells_Xiong","ENSG00000027869.12","protein_coding","SH2D2A",NA,"9047"
"ImmuneCells_Xiong","ENSG00000148082.10","protein_coding","SHC3",NA,"53358"
"ImmuneCells_Xiong","ENSG00000141526.18","protein_coding","SLC16A3",NA,"9123"
"ImmuneCells_Xiong","ENSG00000182957.16","protein_coding","SPATA13",NA,"221178"
"ImmuneCells_Xiong","ENSG00000228741.2","lncRNA","SPATA13",NA,"221178"
"ImmuneCells_Xiong","ENSG00000161888.12","protein_coding","SPC24",NA,"147841"
"ImmuneCells_Xiong","ENSG00000118785.15","protein_coding","SPP1",NA,"6696"
"ImmuneCells_Xiong","ENSG00000159167.12","protein_coding","STC1",NA,"6781"
"ImmuneCells_Xiong","ENSG00000113739.11","protein_coding","STC2",NA,"8614"
"ImmuneCells_Xiong","ENSG00000133115.12","protein_coding","STOML3",NA,"161003"
"ImmuneCells_Xiong","ENSG00000134207.17","protein_coding","SYT6",NA,"148281"
"ImmuneCells_Xiong","ENSG00000218819.6","protein_coding","TDRD15",NA,"100129278"
"ImmuneCells_Xiong","ENSG00000074219.14","protein_coding","TEAD2",NA,"8463"
"ImmuneCells_Xiong","ENSG00000167900.12","protein_coding","TK1",NA,"7083"
"ImmuneCells_Xiong","ENSG00000145107.16","protein_coding","TM4SF19",NA,"116211"
"ImmuneCells_Xiong","ENSG00000157111.13","protein_coding","TMEM171",NA,"134285"
"ImmuneCells_Xiong","ENSG00000056972.20","protein_coding","TRAF3IP2",NA,"10758"
"ImmuneCells_Xiong","ENSG00000095970.17","protein_coding","TREM2",NA,"54209"
