"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000164220.7","protein_coding","F2RL2",NA,"2151"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000099250.18","protein_coding","NRP1",NA,"8829"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000140285.12","protein_coding","FGF7",NA,"2252"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000100311.17","protein_coding","PDGFB",NA,"5155"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000164251.5","protein_coding","F2RL1",NA,"2150"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000164342.13","protein_coding","TLR3",NA,"7098"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000135636.15","protein_coding","DYSF",NA,"8291"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000106366.9","protein_coding","SERPINE1",NA,"5054"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000000971.17","protein_coding","CFH",NA,"3075"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000157168.20","protein_coding","NRG1",NA,"3084"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000138685.17","protein_coding","FGF2",NA,"2247"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000134070.5","protein_coding","IRAK2",NA,"3656"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000158769.18","protein_coding","F11R",NA,"50848"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000154589.7","protein_coding","LY96",NA,"23643"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000101017.15","protein_coding","CD40",NA,"958"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000115884.11","protein_coding","SDC1",NA,"6382"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000135218.19","protein_coding","CD36",NA,"948"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000117525.14","protein_coding","F3",NA,"2152"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000003436.16","protein_coding","TFPI",NA,"7035"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000064300.9","protein_coding","NGFR",NA,"4804"
"IPRES_Hugo","DTPP_RESP_TO_WOUNDING_UP","ENSG00000134259.6","protein_coding","NGF",NA,"4803"
