"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000162706.13","protein_coding","CADM3",NA,"57863"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000099250.18","protein_coding","NRP1",NA,"8829"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000126351.13","protein_coding","THRA",NA,"7067"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000182985.18","protein_coding","CADM1",NA,"23705"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000171914.17","protein_coding","TLN2",NA,"83660"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000163453.11","protein_coding","IGFBP7",NA,"3490"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000168743.13","protein_coding","NPNT",NA,"255743"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000073712.15","protein_coding","FERMT2",NA,"10979"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000187244.12","protein_coding","BCAM",NA,"4059"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000198910.14","protein_coding","L1CAM",NA,"3897"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000164176.13","protein_coding","EDIL3",NA,"10085"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000154639.19","protein_coding","CXADR",NA,"1525"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000107562.17","protein_coding","CXCL12",NA,"6387"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000035403.18","protein_coding","VCL",NA,"7414"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000091129.22","protein_coding","NRCAM",NA,"4897"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000160862.13","protein_coding","AZGP1",NA,"563"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000064205.11","protein_coding","CCN5",NA,"8839"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000120708.17","protein_coding","TGFBI",NA,"7045"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000143878.10","protein_coding","RHOB",NA,"388"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000134013.16","protein_coding","LOXL2",NA,"4017"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000172260.15","protein_coding","NEGR1",NA,"257194"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000144857.15","protein_coding","BOC",NA,"91653"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000079385.23","protein_coding","CEACAM1",NA,"634"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000139880.21","protein_coding","CDH24",NA,"64403"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000142871.18","protein_coding","CCN1",NA,"3491"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000262655.4","protein_coding","SPON1",NA,"10418"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000146648.20","protein_coding","EGFR",NA,"1956"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000158769.18","protein_coding","F11R",NA,"50848"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000152894.15","protein_coding","PTPRK",NA,"5796"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000113212.7","protein_coding","PCDHB7",NA,"56129"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000110076.20","protein_coding","NRXN2",NA,"9379"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000134115.13","protein_coding","CNTN6",NA,"27255"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000146555.20","protein_coding","SDK1",NA,"221935"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000121898.13","protein_coding","CPXM2",NA,"119587"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000100345.23","protein_coding","MYH9",NA,"4627"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000154096.14","protein_coding","THY1",NA,"7070"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000173801.17","protein_coding","JUP",NA,"3728"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000135218.19","protein_coding","CD36",NA,"948"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000163347.6","protein_coding","CLDN1",NA,"9076"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000058085.15","protein_coding","LAMC2",NA,"3918"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000140682.19","protein_coding","TGFB1I1",NA,"7041"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000197702.14","protein_coding","PARVA",NA,"55742"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000087085.16","protein_coding","ACHE",NA,"43"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000108691.10","protein_coding","CCL2",NA,"6347"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000168542.16","protein_coding","COL3A1",NA,"1281"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000137809.17","protein_coding","ITGA11",NA,"22801"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000215018.10","protein_coding","COL28A1",NA,"340267"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000152377.14","protein_coding","SPOCK1",NA,"6695"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000008517.19","protein_coding","IL32",NA,"9235"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000062038.15","protein_coding","CDH3",NA,"1001"
"IPRES_Hugo","DTPP_CELL_ADHESION_UP","ENSG00000197479.7","protein_coding","PCDHB11",NA,"56125"
