"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000100453.14","protein_coding","GZMB",NA,"3002"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000026025.16","protein_coding","VIM",NA,"7431"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000160200.18","protein_coding","CBS",NA,"875"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000205426.11","protein_coding","KRT81",NA,"3887"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000171310.11","protein_coding","CHST11",NA,"50515"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000269190.6","protein_coding","FBXO17",NA,"115290"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000113758.14","protein_coding","DBN1",NA,"1627"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000134802.18","protein_coding","SLC43A3",NA,"29015"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000007372.25","protein_coding","PAX6",NA,"5080"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000101188.5","protein_coding","NTSR1",NA,"4923"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000104371.5","protein_coding","DKK4",NA,"27121"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000115085.14","protein_coding","ZAP70",NA,"7535"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000176165.12","protein_coding","FOXG1",NA,"2290"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000124006.15","protein_coding","OBSL1",NA,"23363"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000135363.12","protein_coding","LMO2",NA,"4005"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000022267.19","protein_coding","FHL1",NA,"2273"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000101194.18","protein_coding","SLC17A9",NA,"63910"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000186895.4","protein_coding","FGF3",NA,"2248"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000124225.16","protein_coding","PMEPA1",NA,"56937"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000171401.15","protein_coding","KRT13",NA,"3860"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000132970.14","protein_coding","WASF3",NA,"10810"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000137868.19","protein_coding","STRA6",NA,"64220"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000092758.18","protein_coding","COL9A3",NA,"1299"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000135960.10","protein_coding","EDAR",NA,"10913"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000196805.8","protein_coding","SPRR2B",NA,"6701"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000091137.14","protein_coding","SLC26A4",NA,"5172"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000173917.11","protein_coding","HOXB2",NA,"3212"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000170961.7","protein_coding","HAS2",NA,"3037"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000158825.6","protein_coding","CDA",NA,"978"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000020633.19","protein_coding","RUNX3",NA,"864"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000113739.11","protein_coding","STC2",NA,"8614"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000100097.12","protein_coding","LGALS1",NA,"3956"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000174307.7","protein_coding","PHLDA3",NA,"23612"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000189221.11","protein_coding","MAOA",NA,"4128"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000187796.16","protein_coding","CARD9",NA,"64170"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000059804.16","protein_coding","SLC2A3",NA,"6515"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000261857.7","protein_coding","MIA",NA,"8190"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000113580.15","protein_coding","NR3C1",NA,"2908"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000025039.15","protein_coding","RRAGD",NA,"58528"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000165512.5","protein_coding","ZNF22",NA,"7570"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000184937.16","protein_coding","WT1",NA,"7490"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000196754.13","protein_coding","S100A2",NA,"6273"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000256683.7","protein_coding","ZNF350",NA,"59348"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000129038.16","protein_coding","LOXL1",NA,"4016"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000127920.6","protein_coding","GNG11",NA,"2791"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000102109.9","protein_coding","PCSK1N",NA,"27344"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000139269.3","protein_coding","INHBE",NA,"83729"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000106366.9","protein_coding","SERPINE1",NA,"5054"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000167601.12","protein_coding","AXL",NA,"558"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000187122.17","protein_coding","SLIT1",NA,"6585"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000239713.9","protein_coding","APOBEC3G",NA,"60489"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000164778.4","protein_coding","EN2",NA,"2020"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000168243.11","protein_coding","GNG4",NA,"2786"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000134531.10","protein_coding","EMP1",NA,"2012"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000175352.12","protein_coding","NRIP3",NA,"56675"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000198743.7","protein_coding","SLC5A3",NA,"6526"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000089820.16","protein_coding","ARHGAP4",NA,"393"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000179388.9","protein_coding","EGR3",NA,"1960"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000197461.13","protein_coding","PDGFA",NA,"5154"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000047634.15","protein_coding","SCML1",NA,"6322"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000130856.17","protein_coding","ZNF236",NA,"7776"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000131016.17","protein_coding","AKAP12",NA,"9590"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000133401.16","protein_coding","PDZD2",NA,"23037"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000188015.10","protein_coding","S100A3",NA,"6274"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000158321.18","protein_coding","AUTS2",NA,"26053"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000196218.14","protein_coding","RYR1",NA,"6261"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000027869.12","protein_coding","SH2D2A",NA,"9047"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000198576.4","protein_coding","ARC",NA,"23237"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000175592.9","protein_coding","FOSL1",NA,"8061"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000182866.17","protein_coding","LCK",NA,"3932"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000126353.3","protein_coding","CCR7",NA,"1236"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000131831.18","protein_coding","RAI2",NA,"10742"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000169946.14","protein_coding","ZFPM2",NA,"23414"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000184185.10","protein_coding","KCNJ12",NA,"3768"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000116675.16","protein_coding","DNAJC6",NA,"9829"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000175445.17","protein_coding","LPL",NA,"4023"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000135074.16","protein_coding","ADAM19",NA,"8728"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000147889.18","protein_coding","CDKN2A",NA,"1029"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000204389.10","protein_coding","HSPA1A",NA,"3303"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000205744.10","protein_coding","DENND1C",NA,"79958"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000069535.14","protein_coding","MAOB",NA,"4129"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000128591.16","protein_coding","FLNC",NA,"2318"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000241399.7","protein_coding","CD302",NA,"9936"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000107984.10","protein_coding","DKK1",NA,"22943"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000166289.6","protein_coding","PLEKHF1",NA,"79156"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000155093.19","protein_coding","PTPRN2",NA,"5799"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000026559.14","protein_coding","KCNG1",NA,"3755"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000142484.7","protein_coding","TM4SF5",NA,"9032"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000149485.19","protein_coding","FADS1",NA,"3992"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000121966.8","protein_coding","CXCR4",NA,"7852"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000227051.7","protein_coding","C14orf132",NA,"56967"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000115414.21","protein_coding","FN1",NA,"2335"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000147027.4","protein_coding","TMEM47",NA,"83604"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000175040.6","protein_coding","CHST2",NA,"9435"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000104783.15","protein_coding","KCNN4",NA,"3783"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000213762.12","protein_coding","ZNF134",NA,"7693"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000023902.14","protein_coding","PLEKHO1",NA,"51177"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000143320.9","protein_coding","CRABP2",NA,"1382"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000147224.13","protein_coding","PRPS1",NA,"5631"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000187688.15","protein_coding","TRPV2",NA,"51393"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000117122.14","protein_coding","MFAP2",NA,"4237"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000142227.11","protein_coding","EMP3",NA,"2014"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000112195.9","protein_coding","TREML2",NA,"79865"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000196154.12","protein_coding","S100A4",NA,"6275"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000107317.13","protein_coding","PTGDS",NA,"5730"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000102678.7","protein_coding","FGF9",NA,"2254"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000077984.6","protein_coding","CST7",NA,"8530"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000179361.18","protein_coding","ARID3B",NA,"10620"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000173698.18","protein_coding","ADGRG2",NA,"10149"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000131711.15","protein_coding","MAP1B",NA,"4131"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000226887.8","protein_coding","ERVMER34-1",NA,"100288413"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000105655.19","protein_coding","ISYNA1",NA,"51477"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000114251.15","protein_coding","WNT5A",NA,"7474"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000136842.14","protein_coding","TMOD1",NA,"7111"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000142156.16","protein_coding","COL6A1",NA,"1291"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000116761.12","protein_coding","CTH",NA,"1491"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000178695.6","protein_coding","KCTD12",NA,"115207"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000007129.18","protein_coding","CEACAM21",NA,"90273"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000180530.11","protein_coding","NRIP1",NA,"8204"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000122877.18","protein_coding","EGR2",NA,"1959"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000081181.8","protein_coding","ARG2",NA,"384"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000119681.12","protein_coding","LTBP2",NA,"4053"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000071967.12","protein_coding","CYBRD1",NA,"79901"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000132688.11","protein_coding","NES",NA,"10763"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000141404.17","protein_coding","GNAL",NA,"2774"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000127507.18","protein_coding","ADGRE2",NA,"30817"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000183873.18","protein_coding","SCN5A",NA,"6331"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000135547.9","protein_coding","HEY2",NA,"23493"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000185069.2","protein_coding","KRT76",NA,"51350"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000162409.12","protein_coding","PRKAA2",NA,"5563"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000178718.7","protein_coding","RPP25",NA,"54913"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000157064.11","protein_coding","NMNAT2",NA,"23057"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000169071.15","protein_coding","ROR2",NA,"4920"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000180176.15","protein_coding","TH",NA,"7054"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000167779.9","protein_coding","IGFBP6",NA,"3489"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000107485.18","protein_coding","GATA3",NA,"2625"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000095752.7","protein_coding","IL11",NA,"3589"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000134917.10","protein_coding","ADAMTS8",NA,"11095"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000180871.8","protein_coding","CXCR2",NA,"3579"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000249992.2","protein_coding","TMEM158",NA,"25907"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000187239.17","protein_coding","FNBP1",NA,"23048"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000089199.10","protein_coding","CHGB",NA,"1114"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000135406.14","protein_coding","PRPH",NA,"5630"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000096395.11","protein_coding","MLN",NA,"4295"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000028137.19","protein_coding","TNFRSF1B",NA,"7133"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000101144.13","protein_coding","BMP7",NA,"655"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000115526.11","protein_coding","CHST10",NA,"9486"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000115226.10","protein_coding","FNDC4",NA,"64838"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000159450.13","protein_coding","TCHH",NA,"7062"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000104804.8","protein_coding","TULP2",NA,"7288"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000151718.16","protein_coding","WWC2",NA,"80014"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000101335.10","protein_coding","MYL9",NA,"10398"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000171703.17","protein_coding","TCEA2",NA,"6919"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000151360.10","protein_coding","ALLC",NA,"55821"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000169562.13","protein_coding","GJB1",NA,"2705"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000129682.16","protein_coding","FGF13",NA,"2258"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000130821.17","protein_coding","SLC6A8",NA,"6535"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000129680.16","protein_coding","MAP7D3",NA,"79649"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000165125.22","protein_coding","TRPV6",NA,"55503"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000131477.11","protein_coding","RAMP2",NA,"10266"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000129595.14","protein_coding","EPB41L4A",NA,"64097"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000188677.15","protein_coding","PARVB",NA,"29780"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000090932.11","protein_coding","DLL3",NA,"10683"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000099139.14","protein_coding","PCSK5",NA,"5125"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000139946.10","protein_coding","PELI2",NA,"57161"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000179431.7","protein_coding","FJX1",NA,"24147"
"IPRES_Hugo","LEF1_UP.V1_UP","ENSG00000111145.8","protein_coding","ELK3",NA,"2004"
